name,industry,office,size,review_counts,salaries_count,jobs_count,interviews_count,benefits_count,website,company_type,revenue,head_quarter,founded,interview_possitive,interview_negative,interview_neutral,interview_difficulty,benefits_score,rating,total_insurance_health_wellness_benefits,health_insurance,dental_insurance,FSA,vision insurance,HSA,life_insurance,supplemental_life_insurance,disability_insurance,occupational_accident_insurance,heakth_care_on_site,mental_health_care,retiree_health_and_medical,accidental_death_and_dismemberment_insurance,total_financial_retirement_benefits,pension_plan,plan_401K,retirement_plan,employee_stock_purcase_plan,performance_bonus,stock_options,equity_incentive_plan,supplemental_workers_compensation,charity_gift_matching,total_family_parenting_benefits,maternity_paternity_leave,work_from_home,fertility_assistance,dependent_care,adoption_assistance,childcare,flexible_hour,military_leave,family_medical_leave,unpaid_extended_leave,total_vacation_time_off_benefits,vacation_paid_time_off,sick_days,paid_holidays,volunteer_time_off,sabbatical,bereavement_leave,total_perk_discounts_benefits,employee_discount,free_lunch_or_snacks,employee_assistance_program,gym_membership,commuter_checks_and_assistance,pet_friendly_worksplace,mobile_phone_discount,company_car,company_social_events,travel_concierge,legal_assistance,total_professional_support_benefits,diversity_program,job_training,professional_development,apprenticeship,tuition_assistance
MSC Software,Computer Hardware & Software,5 office locations,1001 to 5000 Employees,153,173,4,35,24,https://www.mscsoftware.com/,Subsidiary or Business Segment,$100 to $500 million (USD),"Newport Beach, CA",1963,79%,12%,9%,2.7,3.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRW,Investment Banking & Asset Management,10 office locations,1001 to 5000 Employees,138,234,25,187,26,https://www.drw.com/,Company - Private,Unknown / Non-Applicable,"Chicago, IL",1992,42%,19%,40%,3.3,4.4,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intralox,Industrial Manufacturing,3 office locations,1001 to 5000 Employees,136,208,196,33,49,https://www.intralox.com/,Company - Private,$100 to $500 million (USD),"Harahan, LA",1971,73%,18%,9%,2.8,4.6,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Client Network Services,IT Services,8 office locations,1001 to 5000 Employees,229,1.1K,42,46,81,https://www.cns-inc.com/,Company - Private,$100 to $500 million (USD),"McLean, VA",1994,70%,16%,14%,2.8,3.2,4,5,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sonus Networks,Telecommunications Manufacturing,10 office locations,1001 to 5000 Employees,322,215,11,75,80,https://www.sonus.net/,Company - Public (SONS),$100 to $500 million (USD),"Westford, MA",1997,72%,13%,15%,3,3.5,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yardi Systems,Computer Hardware & Software,15 office locations,5001 to 10000 Employees,1.4K,1.2K,79,422,468,https://www.yardi.com/,Company - Private,$500 million to $1 billion (USD),"Santa Barbara, CA",1982,62%,18%,20%,2.9,4.4,4.1,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1
West Virginia University,Colleges & Universities,2 office locations,5001 to 10000 Employees,686,1.4K,337,86,172,https://www.wvu.edu/,College / University,$500 million to $1 billion (USD),"Morgantown, WV",1867,80%,5%,15%,2.4,3.7,4.2,11,1,1,1,1,1,0,1,1,1,1,1,1,0,3,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,5,1,0,0,1,0,1,1,0,1,0,0,3,0,1,1,0,1
University of Memphis,Colleges & Universities,,1001 to 5000 Employees,401,503,39,34,71,https://www.memphis.edu/,College / University,$100 to $500 million (USD),"Memphis, TN",1912,74%,26%,7%,2.4,3.7,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1
Roku,IT Services,13 office locations,1001 to 5000 Employees,304,589,228,172,101,https://www.roku.com/,Company - Public (ROKU),$1 to $2 billion (USD),"San Jose, CA",2002,43%,43%,14%,2.9,3,4.1,6,1,1,0,1,1,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
Irvine Company,Real Estate,15 office locations,1001 to 5000 Employees,732,1.1K,60,148,212,https://www.irvinecompany.com/,Company - Private,$50 to $100 million (USD),"Newport Beach, CA",1864,62%,16%,22%,2.8,4,4.1,9,1,1,1,1,1,1,1,1,0,0,1,0,0,3,0,1,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,1,0,4,1,1,1,0,0,1,5,1,1,1,0,0,0,1,0,1,0,0,3,0,1,1,0,1
The University of Vermont Medical Center,Health Care Services & Hospitals,4 office locations,5001 to 10000 Employees,182,297,493,24,39,https://www.uvmhealth.org/medcenter,Nonprofit Organization,$1 to $2 billion (USD),"Burlington, VT",1879,61%,22%,17%,2.7,4.4,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DHL,Logistics & Supply Chain,,10000+ Employees,551,156,1K,50,96,https://www.dhl.com/en.html,Company - Private,Less than $1 million (USD),"Bonn, Germany",1969,59%,24%,16%,2.7,3.3,4.1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RDI,Advertising & Marketing,11 office locations,1001 to 5000 Employees,390,280,18,53,54,https://www.rdicorp.com/,Company - Private,Less than $1 million (USD),"Cincinnati, OH",1978,60%,19%,21%,1.8,2.2,4.1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
UC Santa Cruz,Colleges & Universities,2 office locations,1001 to 5000 Employees,760,1.2K,144,97,146,https://www.ucsc.edu/,College / University,$100 to $500 million (USD),"Santa Cruz, CA",1965,79%,3%,18%,2.4,3.7,4.1,5,1,1,0,1,0,0,0,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,1
Army National Guard,Federal Agencies,8 office locations,10000+ Employees,1.1K,848,8.6K,83,293,https://www.nationalguard.com/,Government,$1 to $5 million (USD),"Arlington, VA",null,71%,3%,26%,2.5,4.3,4.1,9,1,1,0,1,0,1,0,1,1,1,0,1,1,3,1,1,1,0,0,0,0,0,0,5,1,1,0,1,0,0,0,1,1,0,4,1,1,1,0,0,1,5,1,0,1,1,0,0,0,0,1,0,1,5,1,1,1,1,1
Lunds & Byerlys,Grocery Stores & Supermarkets,,1001 to 5000 Employees,280,316,117,41,75,https://www.lundsandbyerlys.com/,Company - Private,Unknown / Non-Applicable,"Minneapolis, MN",1939,85%,5%,10%,2.3,3.2,4.1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
CoxHealth,Health Care Services & Hospitals,3 office locations,10000+ Employees,271,432,1.6K,36,59,https://www.coxhealth.com/,Nonprofit Organization,Unknown / Non-Applicable,"Springfield, MO",1906,81%,8%,11%,2.8,3.3,4.1,10,1,1,1,1,1,1,1,1,0,1,0,0,1,4,0,1,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0,0,1
Children's Hospital Los Angeles,Health Care Services & Hospitals,3 office locations,1001 to 5000 Employees,413,735,316,98,105,https://jobs.chla.org/,Nonprofit Organization,$100 to $500 million (USD),"Los Angeles, CA",1901,74%,18%,9%,2.8,3.6,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Synchrony,Banks & Credit Unions,23 office locations,10000+ Employees,1.1K,1.5K,53,302,502,https://www.synchronycareers.com/,Company - Public (SYF),$10+ billion (USD),"Stamford, CT",2014,57%,26%,17%,2.7,4.3,4.1,11,1,1,1,1,1,1,1,1,1,0,1,0,1,8,0,1,1,1,1,1,1,1,1,8,1,1,1,1,1,0,1,1,1,0,5,1,1,1,1,0,1,8,1,1,1,1,0,0,1,0,1,1,1,4,1,1,1,0,1
ITC Infotech,IT Services,15 office locations,5001 to 10000 Employees,2.1K,1.2K,22,385,297,https://www.itcinfotech.com/,Subsidiary or Business Segment,Unknown / Non-Applicable,"Bangalore, India",2000,59%,25%,16%,2.8,2.9,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stony Brook University,Colleges & Universities,6 office locations,10000+ Employees,1.1K,1.1K,30,135,203,https://www.stonybrook.edu/,College / University,$500 million to $1 billion (USD),"Stony Brook, NY",1957,79%,3%,18%,2.2,3.8,4.1,8,1,1,0,1,1,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,3,1,1,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,0,3,0,1,1,0,1
Eaton Vance,Investment Banking & Asset Management,2 office locations,1001 to 5000 Employees,189,340,17,65,26,https://www.eatonvance.com/,Company - Public (EV),$1 to $2 billion (USD),"Boston, MA",1924,73%,13%,15%,2.8,4.5,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hospital for Special Surgery,Health Care Services & Hospitals,2 office locations,1001 to 5000 Employees,327,572,229,84,120,https://www.hss.edu/,Nonprofit Organization,Unknown / Non-Applicable,"New York, NY",1863,70%,16%,14%,2.7,4.1,4.1,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,1,0,3,1,1,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,3,0,1,1,0,1
Plante Moran,Accounting,25 office locations,1001 to 5000 Employees,362,931,65,177,82,https://www.plantemoran.com/,Company - Private,$500 million to $1 billion (USD),"Southfield, MI",1924,80%,8%,12%,2.6,3.9,4.2,3,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,4,1,1,0,0,0,1,1,0,0,0,4,1,1,1,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,0,1
Sharp HealthCare,Health Care Services & Hospitals,4 office locations,10000+ Employees,700,915,638,127,230,https://www.sharp.com/,Nonprofit Organization,$1 to $2 billion (USD),"San Diego, CA",1946,73%,17%,10%,2.8,4.3,4.2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1
Hillcrest Healthcare System,Health Care Services & Hospitals,10 office locations,1001 to 5000 Employees,95,164,286,13,43,https://www.hillcrest.com/,Subsidiary or Business Segment,$50 to $100 million (USD),"Tulsa, OK",1918,69%,23%,8%,2.5,3.8,4.1,5,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. John's University,Colleges & Universities,4 office locations,1001 to 5000 Employees,359,403,52,45,73,https://www.stjohns.edu/,College / University,$100 to $500 million (USD),"Jamaica, NY",null,83%,3%,15%,2.1,4,4.2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1
Skanska,Construction,15 office locations,10000+ Employees,352,244,200,89,56,https://www.skanska.com/,Company - Public (SKAB),$10+ billion (USD),"Stockholm, Sweden",1987,63%,19%,18%,2.9,4,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lettuce Entertain You,Casual Restaurants,,5001 to 10000 Employees,291,333,163,48,40,https://www.leye.com/,Company - Private,Unknown / Non-Applicable,"Chicago, IL",1971,63%,22%,15%,2.4,4,4.1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
William & Mary,Colleges & Universities,,1001 to 5000 Employees,279,454,88,37,39,https://www.wm.edu/,College / University,$100 to $500 million (USD),"Williamsburg, VA",1693,72%,11%,17%,2.7,4.4,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPAM,IT Services,28 office locations,10000+ Employees,3.2K,3.9K,1.3K,627,761,https://www.epam.com/,Company - Public (EPAM),$2 to $5 billion (USD),"Newtown, PA",1993,56%,27%,17%,3,3.7,4.2,8,1,1,1,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,2,0,1,1,0,0
Lettuce Entertain You,Casual Restaurants,,5001 to 10000 Employees,291,333,163,48,40,https://www.leye.com/,Company - Private,Unknown / Non-Applicable,"Chicago, IL",1971,63%,22%,15%,2.4,4,4.1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
William & Mary,Colleges & Universities,,1001 to 5000 Employees,279,454,88,37,39,https://www.wm.edu/,College / University,$100 to $500 million (USD),"Williamsburg, VA",1693,72%,11%,17%,2.7,4.4,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duck Creek Technologies,Computer Hardware & Software,12 office locations,1001 to 5000 Employees,132,267,247,21,35,https://www.duckcreek.com/,Company - Public (DCT),Unknown / Non-Applicable,"Boston, MA",2000,48%,48%,5%,2.7,4.1,4.1,8,1,1,1,1,1,1,1,1,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0
St. Joseph's Health,Health Care Services & Hospitals,5 office locations,5001 to 10000 Employees,153,298,733,38,29,https://jobs.stjosephshealth.org/,Subsidiary or Business Segment,Unknown / Non-Applicable,"Paterson, NJ",1867,68%,16%,16%,2.6,3.8,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Arthrex,Health Care Products Manufacturing,30 office locations,1001 to 5000 Employees,348,410,181,81,107,https://www.arthrex.com/,Company - Private,$1 to $2 billion (USD),"Naples, FL",1981,61%,20%,19%,2.9,4.5,4.1,7,1,1,1,1,0,0,0,1,0,1,1,0,0,4,1,1,1,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,0,5,1,1,1,1,0,0,0,0,0,0,1,4,1,1,0,1,1
Sony,Consumer Products Manufacturing,18 office locations,10000+ Employees,2.2K,876,17,406,381,https://www.sony.net/,Company - Public (SNE),$10+ billion (USD),"Tokyo, Japan",1946,65%,13%,22%,2.8,4.1,4.1,6,1,1,1,0,0,0,1,1,0,0,0,0,1,4,0,1,1,1,0,0,0,1,0,4,1,0,1,0,0,1,0,0,0,1,3,1,1,1,0,0,0,5,1,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1
Eaton Vance,Investment Banking & Asset Management,2 office locations,1001 to 5000 Employees,189,340,17,65,26,https://www.eatonvance.com/,Company - Public (EV),$1 to $2 billion (USD),"Boston, MA",1924,73%,13%,15%,2.8,4.5,4.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hospital for Special Surgery,Health Care Services & Hospitals,2 office locations,1001 to 5000 Employees,327,572,229,84,120,https://www.hss.edu/,Nonprofit Organization,Unknown / Non-Applicable,"New York, NY",1863,70%,16%,14%,2.7,4.1,4.1,5,1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,1,0,3,1,1,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,3,0,1,1,0,1
Aptive Environmental,Building & Personnel Services,25 office locations,1001 to 5000 Employees,694,366,303,46,49,https://www.goaptive.com/,Company - Private,Unknown / Non-Applicable,"Provo, UT",2015,74%,17%,9%,1.9,3.2,4.1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0
Army National Guard,Federal Agencies,8 office locations,10000+ Employees,1.1K,848,8.6K,83,293,https://www.nationalguard.com/,Government,$1 to $5 million (USD),"Arlington, VA",null,71%,3%,26%,2.5,4.3,4.1,9,1,1,0,1,0,1,0,1,1,1,0,1,1,3,1,1,1,0,0,0,0,0,0,5,1,1,0,1,0,0,0,1,1,0,4,1,1,1,0,0,1,5,1,0,1,1,0,0,0,0,1,0,1,5,1,1,1,1,1
Logitech,Computer Hardware & Software,9 office locations,1001 to 5000 Employees,656,610,479,137,284,https://www.logitech.com/,Company - Public (LOGI),$2 to $5 billion (USD),"Lausanne, Switzerland",1981,50%,30%,20%,2.6,4,4.2,10,1,1,1,1,1,1,1,1,1,0,0,0,1,7,0,1,1,1,1,1,0,1,1,4,1,1,0,0,0,0,0,1,0,1,4,1,1,1,0,0,1,7,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1
iCIMS,Computer Hardware & Software,4 office locations,1001 to 5000 Employees,521,692,119,539,132,https://www.icims.com/,Company - Private,$100 to $500 million (USD),"Holmdel, NJ",1999,79%,14%,7%,2.9,4.3,4.1,8,1,1,1,1,0,1,1,1,0,0,0,0,1,3,0,1,1,0,0,0,0,0,1,5,1,1,0,0,0,0,1,0,1,1,3,1,0,1,0,0,1,6,1,1,1,1,0,0,1,0,1,0,0,2,0,0,1,0,1
NASCAR,Sports & Recreation,5 office locations,1001 to 5000 Employees,125,238,57,26,33,https://www.nascar.com/,Company - Private,Unknown / Non-Applicable,"Daytona Beach, FL",1948,60%,20%,20%,2.9,3.6,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harmonic,Telecommunications Manufacturing,3 office locations,1001 to 5000 Employees,161,297,107,34,71,https://www.harmonicinc.com/,Company - Public (HLIT),$100 to $500 million (USD),"San Jose, CA",1988,57%,27%,17%,2.8,3.4,4.1,10,1,1,1,1,1,1,1,1,1,0,1,0,0,4,0,1,0,1,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,1,4,1,0,1,1,0,1,5,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1
Nasdaq,Stock Exchanges,17 office locations,1001 to 5000 Employees,678,837,224,182,212,https://business.nasdaq.com/,Company - Public,$2 to $5 billion (USD),"New York, NY",1971,63%,19%,18%,2.8,4.2,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Tool + Equipment,Home Centers & Hardware Stores,,1001 to 5000 Employees,268,857,289,34,97,https://www.northerntool.com/,Company - Private,$1 to $2 billion (USD),"Burnsville, MN",1980,66%,19%,16%,2.1,3.7,4.1,9,1,1,1,1,0,1,1,1,0,0,1,0,1,3,0,1,1,0,0,0,0,0,1,6,1,1,0,0,0,0,1,1,1,1,6,1,1,1,1,1,1,3,1,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,0
Airbus,Aerospace & Defense,25 office locations,10000+ Employees,3.2K,430,572,625,641,https://www.airbus.com/,Company - Public (AIR),$10+ billion (USD),"Toulouse, France",1970,72%,9%,18%,2.9,4.3,4.2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Mosaic,Social Assistance,37 office locations,1001 to 5000 Employees,258,207,105,21,62,https://www.mosaicinfo.org/,Nonprofit Organization,$100 to $500 million (USD),"Omaha, NE",2003,57%,24%,19%,2,2.9,4.2,8,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,4,1,1,1,0,0,1,3,0,0,1,1,0,0,1,0,0,0,0,3,0,1,1,0,1
Match,Internet,11 office locations,1001 to 5000 Employees,171,344,69,53,42,https://www.mtch.com/,Company - Public (MTCH ),Unknown / Non-Applicable,"Dallas, TX",1999,53%,24%,22%,3.1,4.4,4.2,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,3,1,0,1,1,0,0,5,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Novo Nordisk,Biotech & Pharmaceuticals,19 office locations,10000+ Employees,1.6K,766,601,395,431,https://www.novonordisk.com/,Company - Public (NVO),$10+ billion (USD),"Bagsværd, Denmark",1923,65%,19%,15%,3,4.5,4.2,7,1,1,1,1,1,1,1,0,0,0,0,0,0,5,1,1,1,0,1,0,0,1,0,3,1,0,1,0,0,0,0,0,1,0,3,1,1,1,0,0,0,4,1,1,1,0,0,0,0,0,0,0,1,4,1,1,1,0,1
Ingram Content Group,Publishing,9 office locations,1001 to 5000 Employees,339,270,89,32,73,https://www.ingramcontent.com/,Company - Private,Unknown / Non-Applicable,"La Vergne, TN",1964,68%,23%,10%,2.4,4.2,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Doterra,Other Retail Stores,,1001 to 5000 Employees,433,445,84,66,113,https://www.doterra.com/,Company - Private,$1 to $2 billion (USD),"Pleasant Grove, UT",2008,70%,18%,12%,2.4,4,4.1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fitbit,Consumer Products Manufacturing,13 office locations,1001 to 5000 Employees,395,780,16,298,100,https://www.fitbit.com/,Company - Public (FIT ),Unknown / Non-Applicable,"San Francisco, CA",2007,39%,40%,21%,2.9,3.7,4.1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
International Rescue Committee,Social Assistance,8 office locations,5001 to 10000 Employees,890,659,224,240,151,https://www.rescue.org/,Nonprofit Organization,$500 million to $1 billion (USD),"New York, NY",null,74%,13%,13%,2.6,4.2,4.1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
FirstEnergy,Utilities,17 office locations,10000+ Employees,363,565,24,62,110,https://www.firstenergycorp.com/,Company - Public (FE),$10+ billion (USD),"Akron, OH",1997,66%,7%,28%,2.8,3.6,4.1,7,1,1,1,1,1,1,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,1,1,1,0,1
Brown-Forman,Food & Beverage Manufacturing,9 office locations,1001 to 5000 Employees,443,269,116,77,133,https://www.brown-forman.com/,Company - Public (BF-B),$2 to $5 billion (USD),"Louisville, KY",1870,64%,19%,16%,2.9,4.4,4.1,11,1,1,1,1,1,1,1,1,1,0,1,0,1,6,1,1,1,1,1,0,0,0,1,5,1,1,0,1,0,0,0,1,1,0,3,1,0,1,0,0,1,5,1,0,1,0,1,0,0,1,1,0,0,4,1,1,1,0,1
First Watch,Casual Restaurants,,5001 to 10000 Employees,404,506,1.9K,48,54,https://www.firstwatch.com/,Company - Private,$500 million to $1 billion (USD),"University Park, FL",1983,63%,19%,19%,1.8,3.1,4,6,1,1,1,1,1,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1
